"const","sin1","cos1","sin2","cos2","sin3","cos3","sin4","cos4","sin5","cos5","sin6","cos6","sin7","cos7","sin8","cos8","sin9","cos9","sin10","cos10","sin11","cos11","sin12","cos12","sin13","cos13","sin14","cos14","sin15","cos15"
13.4861927743829,-1.15217063906323,3.04415050731543,-1.28386129190721,1.72631245496275,-0.95853611475966,0.654876469096585,-1.17373557611273,0.565291223273983,-0.110983844974479,0.335439317496401,-2.00058457860642,-1.07832085423832,0.00518847008744751,2.00736591673865,0.155514040534335,0.334266857222841,-0.448890013849006,-1.10997347494295,-0.769010852579292,-1.16144718249713,-1.15108666069894,0.114077404904326,-0.229738430002188,0.608617004139662,-1.33142278379487,0.488829826672083,-0.559140187121742,0.990824728308972,0.208592058984843,0.777655924376796
13.9076288589471,-0.567124962750941,1.84139519824108,-0.440859751291504,1.00653001779403,-0.236586171062987,0.51402473092159,-0.764402140286667,0.462468526449205,1.29050529422898,-0.0422399621753369,-3.30871918902692,-0.0259217842579336,1.74478367013453,0.51389532927242,1.18512095600755,0.359508985233602,-0.855737061607216,-0.345904851737886,-1.36945716094818,-0.879848604287703,-0.672829642092937,0.0482088967401967,0.0193443562808831,-0.280624140314441,0.414758791843069,0.571951954681194,0.15019831992181,0.777679802924526,0.409949580611821,0.223498331744664
17.7364210332262,-2.32893388797191,2.73313960591997,-1.20113529833117,0.686888988689789,-0.711175462290097,0.199424232359415,-0.28600324174218,0.182068680400763,0.0206199722684708,-0.893944283183498,-1.06985678349144,1.11790968569958,1.46731195556313,-0.355288654108451,0.464757824861174,-0.818706578562264,-0.598944353100401,-0.455782025224047,-0.840756330768474,0.144162809633414,0.262578198789857,0.741080810636563,-0.180411625723168,0.0606619426960375,0.704885669563687,0.51969071108789,0.259094348120609,0.185171159750895,0.145643295162649,-0.657241816198502
7.42851744424019,0.711418341076723,0.621443349623839,0.592936824626462,0.3119012175695,0.447524164936963,0.254126021496539,0.372453450560306,0.21610937049327,0.634958121259103,-0.058721391426048,-0.47239244576749,0.353912697702645,0.835922936727897,-0.0269918932595022,0.710844512346295,0.367087850860224,-0.10498112104755,-0.0189802767880964,-0.256789194638524,-0.162493884844625,0.153932344162973,-0.168453396512185,0.172852978688586,-0.056511709331356,0.508458875569246,0.0642557106981519,0.218028284876604,0.350543199304375,0.230968829340893,0.308189132920434
12.2304142633105,-0.544002319260368,1.48751927724251,-0.147628120845855,1.17665453930992,-0.297879013330127,0.739327384621111,-0.40320336391743,0.752422068949653,0.626819071566873,0.0902536946776313,-1.97310182776855,0.642878715365704,1.00827641232711,0.345676902919302,1.05722354021083,0.480887600297824,-0.436517737064223,-0.126076404708837,-1.28450639145722,-0.521980804126506,-0.253575225178906,0.0696817217975329,-0.530223436047509,-0.391869050031225,0.819242754822881,0.466791032831797,0.408180915975434,1.05155634556652,0.247358607223775,0.072426630811978
14.2450835584518,-1.34684928954085,1.75045980016246,-0.476592353690964,0.8086723130485,-0.386743151706459,0.598149971198364,-0.574253878667149,0.554740215133156,0.618910179220547,-0.660259408953273,-2.25547003680335,1.2945701961014,0.351232968756775,-0.288924046686521,1.43745917602004,-0.140659942647723,-0.195276977923737,0.141148165404169,-1.74681191648361,0.166799741865693,-0.795158180437024,0.256624852791867,-1.24546931593625,-0.742493530892258,0.810691884379142,0.323279304744826,0.559156910351536,0.430933254446272,0.628408896325275,-0.113046698132815
14.2776688171273,-0.968922494289422,1.37907109219629,-0.515525410684906,0.29633264140373,-0.31444183509354,0.113822349633216,-0.348365827315549,0.35466146428466,0.254092256179553,-0.755847884641856,-1.18190650489674,1.71125367953429,0.44266082864463,-1.16062339995743,1.06081676983277,-0.890672769417917,-0.420427932035756,0.64757438141681,-0.892188243339443,0.964388555764956,-0.878901742188483,-0.231157124480438,0.235906906233874,0.227357064223481,0.294601465476519,-0.95676757433266,0.447392528435227,-0.427403451311901,0.502109871040784,0.145480096650138
14.3283449871509,-1.90625137736605,2.13805062780481,-1.00669851753957,1.24870431960539,-0.583746152411955,0.613834439349777,-1.02985487829092,0.456592122749873,0.623770266891165,0.47859788106084,-2.64285356608544,-0.935763061065358,0.276933635986967,1.26400621459355,1.09651815593964,0.864216963707611,-0.219845726219123,-0.446683004374499,-1.34274031992072,-1.14377078426229,-1.41743772772836,-0.0340509966157369,-0.387346178212143,-0.0953138951153148,-0.374199369633749,0.625063453992964,-0.18971230842939,1.27843807980335,0.537817971672341,0.871087502065412
19.0402353456711,-2.79026805531362,1.26224806087302,-1.14590049971078,-0.114877409335888,-0.522505274799053,-0.148965720564272,-0.312298104335523,0.174375185125428,-0.160593448407534,-0.630587740888663,-0.434175501653285,1.06186496531077,0.384960728344243,-0.0743847599038581,0.263920709741988,-1.13200689890366,-0.216788122627769,-0.297837904275855,-0.33425316304546,0.571160750539913,0.00812636281159623,0.612084698947281,-0.241524226993046,0.487144618151563,0.367594163285073,0.19366446902145,0.205942774388663,-0.210055585671629,0.127328826015435,-0.446435742811058
7.55116242481288,1.34568334955777,-0.149510580693627,0.531730404927384,0.198222791743796,0.664105521012379,0.0564961874521875,0.28637230772855,0.0939242953739811,0.821567757772727,0.38380236871587,-0.550127157990549,-1.00305400863146,0.799559078133322,1.14769002393889,0.669854284289608,0.32962101634194,0.236492850032671,-0.588322055597536,-0.00840084717089339,-0.74501399625571,-0.359381202576944,-0.383323334666443,0.336078425063932,0.460297080872021,-0.404123293658269,0.0285087195230356,-0.0968616561871787,0.623641256472698,0.365284436783706,1.03220236371932
