"bspl4.1","bspl4.2","bspl4.3","bspl4.4","bspl4.5","bspl4.6"
1130.53777062963,1153.97028115364,1090.78857489248,1325.63026016205,1100.97302505039,1271.47163814509
1077.71857358923,1103.45339878415,982.071097675547,1308.74328814905,1029.35748229044,1235.66223242749
1421.45130023894,1485.53021037283,1486.39553662985,1492.07543697268,1088.76169442749,1299.33365329066
1084.85101490777,1153.01005019852,910.41999095289,1426.75106537026,1020.32988788713,1301.10568827344
1086.43226166051,1190.69390167707,915.798056679412,1435.64601607128,1090.49871941084,1268.93828910366
1027.60336799243,1105.48404196486,825.099176007852,1381.10324304415,1033.6109902212,1200.7294715616
1101.91473038285,1179.46156037427,1040.77647767297,1530.31669906931,1048.40363452365,1273.34420459201
1094.4333952472,1168.51254860652,942.863769565092,1691.89877955166,1109.13531535274,1302.88856243268
1044.03602509924,1134.60958892242,851.56894156961,1711.59409194888,1167.37498776533,1314.07774774297
1087.84327075525,1089.53937714631,922.260478667198,1592.1618156686,1118.97019500054,1282.23722964437
1006.63969810992,1048.44917419451,858.517228063448,1393.71101825894,960.993096479526,1214.28478579061
1128.28051910435,1210.11348408663,886.589722899717,1771.71453748763,1126.79972127999,1315.1827688261
1043.45884414186,1114.1744053478,809.957969677333,1698.0151155327,1088.05392434915,1281.90033465681
1116.2273252868,1196.98935844006,939.213265216222,1756.44101960375,1147.80129785291,1369.32060613545
1107.3289197673,1171.93156290309,1158.21422344944,1779.96326936271,1163.01480753053,1351.73105622364
1290.33178216399,1298.91898879042,1092.66341853583,1941.18181696071,1300.14082723688,1446.10692898689
1118.0658037002,1212.03800269252,967.438749493048,1889.39676024279,1245.90170026648,1397.14162949593
1194.76822631639,1337.02877998547,1218.88559503528,1682.02255702547,1232.00873018968,1341.61946849201
1254.80796089458,1318.56787915309,1004.0630681028,1939.13131623002,1291.6648429243,1399.74718998896
1134.51121116213,1198.06771169963,894.64340535689,1877.77597886602,1227.41683533743,1366.28349348832
1234.75927534008,1269.7560030135,891.817775546116,1963.62672730951,1256.54307843509,1403.53157518716
1428.32626648783,1556.97769316795,1254.46639186723,1922.42780861544,1351.21320810847,1429.15794182109
1093.53631941192,1225.10599136098,739.292326818081,1773.98686249185,1178.72591515437,1303.61251310424
1085.99221761272,1214.18144469035,708.999906083114,1952.54131228323,1254.95819702491,1399.2181476762
1047.0960357169,1258.58804335065,725.45308878049,1833.19774714156,1283.89414636113,1404.83768233215
909.956175412789,1047.74979489038,608.108049134949,1447.62973224705,1053.45470531853,1161.79467025347
933.117070084249,1032.9199407509,666.706560425142,1525.04527474548,1046.03021829552,1169.83669020168
1001.69402913313,1159.64399187654,752.391295453835,1630.81589602386,947.178026440451,1175.74914144303
991.783473906607,1121.21061128008,725.904157453026,1522.06304591656,1175.12036084786,1259.46713458934
1023.29300066058,1081.12445701805,894.337893654312,1466.30429043683,1049.95312644203,1234.11938683794
949.669301741569,1081.75829867024,794.049337386036,1122.99606889856,1163.94062808276,1173.05958052566
1040.48999319423,1080.02101823331,918.578794720336,1212.68947401761,979.949434197449,1078.88383287574
1017.5750022972,1092.94135982934,852.022814839007,1352.99061580222,898.086539898688,1108.3672882839
882.235989651584,1215.43468199959,680.147784899436,1271.33312306023,883.549027271041,1064.14069912797
1073.63916953176,1124.03908067887,971.810505344275,1331.41828448601,1071.58743946,1219.65974715186
1083.56338338306,1131.54348787318,1005.66914925875,1290.30632409893,1086.57944014806,1219.21137680092
840.061248717633,879.964607907039,787.780084672564,1050.95110014381,860.404448688697,1037.16087843113
962.208256594308,1006.96223051371,901.728413783057,1182.41033202045,943.367264944503,1135.03801473512
1108.76218002222,1136.37859591664,1053.14508057044,1279.66430836631,1103.08373831737,1289.61682909413
1160.96692426823,1230.79377805796,1106.97938452981,1324.85775095161,1139.27251074601,1320.44923151262
1267.2470974968,1297.33675542862,1204.0886898812,1335.44396824261,1170.68360329433,1357.68119726408
1127.83936278345,1136.77602756327,1116.18169806867,1153.75015693807,1132.12671828994,1239.64112882872
1043.53774828167,1067.7063344244,1026.15440116878,1088.07818302847,1063.34216268292,1185.37718446968
1522.29721089323,1562.00524035479,1729.86522111279,1585.90702121525,1349.75027762357,1403.27721035978
1943.81729878194,1979.32651853289,2286.31047538282,1667.61272424416,1755.28817158593,1625.68723894431
1655.95812418002,1753.33844759472,1843.43119912927,1846.13719143357,1382.89203709636,1471.92391817468
1324.26840593156,1348.04050824068,1585.48808103556,1414.22077622554,1241.91114596776,1373.66931382678
1270.55886910455,1283.99028663488,1492.94292024302,1568.8094775185,1292.34839926966,1431.8662336349
1167.38538377958,1192.11786193877,1135.58014762044,1268.69176889746,1186.17687821044,1317.91970873543
1674.07826974857,1752.6432444806,1952.69164440539,1605.21331347243,1422.45257364449,1447.81978842228
1289.70752610866,1359.60997017706,1527.4441617005,1515.84163616407,1235.7769647742,1397.11462696209
1571.01144396041,1633.74900349876,1761.18375845981,1767.26109933746,1369.01791581503,1496.33024502469
1157.49413188302,1209.33704056865,1133.33072753269,1380.03552014478,1129.71368676422,1311.01699152984
1150.22338274258,1179.84561839793,1082.99710164397,1370.30729381716,1077.40729730961,1305.32429039701
1173.71383580172,1168.48584198094,1101.22501470024,1311.22148619254,1005.21023834209,1265.71157557688
1072.71238581969,1196.14296156683,847.046900971814,1520.17777663617,1095.59037088936,1299.5053768797
1094.55169551262,1174.73154925896,850.067203895432,1379.67762375011,1024.56625855321,1238.40206399919
1118.77539622122,1203.02192725329,984.331800414649,1435.33555698376,1111.60546909502,1344.67058900281
1109.09914496685,1220.52866774604,914.693876459808,1529.89949090017,1137.43209041638,1354.33691943022
1011.61866948701,1129.53275498483,779.293555556524,1529.68557221816,1117.23697632994,1303.35994682045
1146.74552171678,1268.22084189244,847.969755790887,1779.61761384076,1215.31759611964,1401.81709885836
1089.213022778,1206.42344576316,888.499574335357,1627.1315721874,1154.41473245257,1334.45483882803
1085.75113472795,1171.06030509567,841.740728764762,1802.03939709503,1172.61790056684,1385.4281086342
1210.95486212726,1331.39841140569,1057.34213673977,1840.82669549427,1225.29525552019,1399.71488832863
1224.33881755344,1283.36104529858,1002.80445639248,1798.58050859284,1199.19609269012,1379.09660393911
1200.57815198783,1278.78544422869,989.678916609417,1832.85950520487,1236.84131076913,1417.01588666162
1432.96287807467,1515.8155746596,1295.92629307902,1934.24595165365,1358.99456786714,1525.52744163995
1213.48814811668,1338.53674714449,1091.50275370857,1928.45230383685,1275.40420541409,1500.13066946734
1193.15472016971,1266.618904495,881.964548904895,2092.70885752479,1286.42597568206,1464.86363712127
1160.62308195878,1243.10392742172,816.770433231697,2037.16377750422,1303.64701346899,1471.33410281859
1154.42235997367,1243.72447218169,868.678887413964,1941.82838680235,1253.56646442187,1448.82814417169
1147.16666810331,1239.82809006342,928.821259998826,1917.11288007747,1252.76091092649,1403.07460030223
1155.19923810082,1294.04456077458,837.251778071401,1999.41930494319,1312.22448144286,1444.52268955004
1219.09231153984,1310.81242936587,997.151549927105,2034.68645957358,1350.74413921785,1496.44429576707
1487.15858007957,1516.06575225039,1071.51252556464,2044.90997905389,1373.54506123658,1470.43541716861
1237.13457284816,1365.9567553815,1103.01966071684,1963.56558856567,1340.1708996791,1453.41457747309
1159.86738220535,1313.56139303687,812.357617026927,1934.5957078292,1313.90921125494,1428.13378451261
1097.91693935159,1252.72812018367,780.251231131186,1726.06815993786,1280.81610012959,1398.88602966327
1157.61851379312,1280.65063839663,855.156792622313,1692.92655551658,1266.81339868247,1395.10041350612
1088.74589913235,1230.16053219549,817.774829048819,1617.44813064226,1136.04513077442,1333.26628414389
1147.33946583977,1315.63755030247,770.550017153118,1760.03721858069,1348.55352192959,1404.95050207174
1110.60188460303,1206.81524617786,933.338180752152,1493.90707967651,1162.51148960117,1359.59207549916
1064.37944709101,1177.86451439076,909.643301038807,1356.29488515413,1111.24568138865,1272.05802271836
1141.49724830252,1234.8159019348,992.262546810993,1493.30000880632,1167.17896529594,1347.68728085164
1186.00355630112,1299.45572209667,1016.26693979328,1488.61105682698,1208.35450379066,1373.71547962214
1115.99919121559,1241.5046709194,913.014578878067,1513.61775421042,1244.91753321763,1345.40475405343
1093.80782317269,1187.03578842032,937.795465094589,1434.38352887011,1135.03032907449,1262.98674208903
1183.7734418437,1241.35717339457,1115.50023782797,1557.56610855196,1170.27362453992,1342.66051075958
1190.677107148,1238.16528538172,1078.54212051987,1429.32732047416,1122.46776489115,1313.59071604795
1208.77176387551,1233.55295951235,1158.6674343824,1372.21900036374,1134.67157166594,1327.66890073361
1360.30781639872,1429.19809599485,1435.8194177971,1394.86900573266,1282.5951043544,1376.32423504115
1186.47172336909,1219.4112639976,1248.10209764782,1285.87778776761,1205.18313133661,1333.62257188261
1160.72956974578,1203.61347929226,1139.89584565256,1249.25703359054,1198.93555840249,1316.30730505277
1235.20850085267,1269.765671719,1241.44438954875,1251.34544496264,1246.40363082638,1354.61599413642
1157.25186451994,1173.63905512374,1192.54415828264,1182.39757564915,1158.38577332221,1291.10693170412
1130.14225660653,1118.38829145673,1183.24048955078,1220.15003645907,1173.48111901629,1283.52901126049
1359.70444259395,1426.17260437954,1562.06846959667,1577.11032615883,1340.51019084512,1422.47784823078
1923.33511796429,2032.71308200446,2141.49946054935,2061.65350798611,1779.01144877148,1731.85163103091
1196.27155204209,1222.71054920394,1223.05928987388,1278.2400217929,1209.27468525757,1380.09378263421
1243.88003573386,1298.41287977454,1350.31473036946,1461.95838689042,1287.08508119302,1402.07402498811
1256.39046471754,1272.05427169871,1339.82744878775,1395.83221595707,1268.56741333711,1403.89056386153
1180.2318744542,1218.38796147562,1226.16800686269,1406.49953538011,1248.59965653211,1388.62065365132
1258.53131332803,1255.87345426888,1187.07589608555,1387.72063720566,1189.5932300428,1334.22785384101
1291.25532945908,1290.28630131642,1465.36189779958,1558.37981443702,1260.38773122295,1417.74573937236
1223.13387311456,1264.8232635854,1229.45069557175,1353.88343001589,1131.89596564703,1355.0032590084
1693.71950270866,1794.92465933775,1947.15273532545,1942.81137237157,1486.461698188,1546.86010494558
1220.50476792662,1231.73319678578,1149.23288252164,1422.23552503171,1087.94974261913,1346.61880112461
1150.86994397269,1236.45006453212,1044.52298915011,1480.0714152391,1163.43800525949,1379.78655164771
1153.15012887671,1247.20693522186,967.705840986988,1520.59748216796,1152.45385313057,1376.5006770129
1206.52669830265,1315.15376630215,1077.60215984156,1519.13650984942,1175.27967787591,1385.79345189364
1131.09959749813,1229.20777406044,958.219994008786,1518.97490569384,1086.86930425238,1328.96081885444
1070.00829947675,1179.80967810562,819.927365429988,1627.09237307964,1163.68703890561,1375.06414724805
1119.36578363317,1230.89305792675,932.909723935284,1623.46313581917,1145.75990178649,1376.00882249432
1117.09992747868,1239.09069256334,844.782682228497,1855.06767132678,1231.50827620988,1436.22713806909
1163.13380310463,1222.83489869113,965.618609197476,1696.86072311549,1180.443824054,1416.63058135039
1141.46471353578,1287.77547152237,902.426188776495,1954.19329044576,1233.85320895612,1405.58631108046
1389.34416349475,1407.41259390246,1246.86075985621,2023.8883857168,1349.20894647339,1487.44420102107
1401.8785589736,1614.05546250379,1220.03173509132,2143.9741716697,1410.85196394876,1573.7490831112
1220.38794148898,1224.84039893304,1064.79994258486,2023.65116806637,1326.14094520193,1595.89269678829
1234.37978676774,1340.09472298187,917.848588337605,2177.53686487444,1345.01381197659,1541.21110593921
1177.76910981134,1274.3554161292,1045.89439306136,2000.62577317712,1277.26271600207,1474.6578790369
1285.08482093242,1331.65505809173,1135.64381288567,2159.20649013211,1375.35183734698,1537.80651894035
1241.4743789076,1366.56591248812,1100.04321686253,2046.7464542976,1407.49774300575,1571.81323589036
1159.31403730707,1256.16688665275,793.04690813589,1987.46890194675,1329.29116820518,1518.7950109402
1170.10876395789,1293.37706040099,859.830234564969,1894.49782444615,1245.9290452796,1448.38692196456
1229.27948528162,1340.03666457396,835.557858794185,2146.1366402846,1347.694160806,1516.81415752301
1118.26936894381,1231.64073551163,904.185957205389,1792.26752126231,1203.68058090706,1411.21947971171
1243.89801451364,1487.34672677228,1072.16157883648,2080.26765014567,1388.58379067728,1502.59353889145
1241.0064224817,1327.76640993402,915.746176751034,2008.34250738145,1332.22875101551,1463.70684715393
1212.39262621184,1307.70750669645,967.585291695562,2067.58870795648,1366.20048182237,1534.93871483778
1175.42948206457,1290.80276246861,842.960775176865,1836.85833045642,1428.08315498661,1473.23175965006
1213.53417675596,1308.24980332238,1057.07988043225,1877.08892973886,1331.77172448076,1460.1306725293
1095.34805310355,1235.90603452963,914.351556021356,1782.23971372646,1192.78788445878,1375.50930188781
1163.9917570163,1293.7771323948,1012.31541477487,1552.23834076533,1129.6528884764,1347.37594020649
1127.80565955607,1249.96278505761,896.992761492731,1606.63230971224,1254.13556082031,1388.3540086225
1112.76399879275,1256.85150035687,838.457900409613,1615.8327558528,1247.23626556885,1400.01180793251
1144.50882393556,1263.92745482536,903.551322494389,1594.56289133124,1287.3232825545,1416.7552197344
1144.54886023833,1265.05690956725,991.216218849155,1492.87840050699,1155.08506985529,1330.53646638678
1105.27961322083,1190.33467116276,960.627510906336,1438.02608774238,1146.74435690419,1274.66936881299
1127.77412212994,1215.19464972166,1029.96515383903,1449.11753999995,1136.14023458707,1319.68582246913
1161.44948234403,1229.93343609018,1082.19399074856,1393.67094240839,1104.88207942209,1328.99852359527
1809.25538979237,1838.95830259244,1910.46315680575,1553.11093368084,1381.85710187768,1425.5878674305
1906.30850463053,1993.53199389809,2068.16145468747,1957.77029110395,1556.57088373828,1605.72524003442
1453.7210694506,1439.54958491364,1526.48977708909,1519.53301960517,1278.46859348149,1411.18384670931
1670.41494448609,1783.17615885076,1859.38520171413,1607.98507375564,1485.87662580003,1569.66775869323
1538.35486032195,1534.21832708995,1412.91420372881,1410.02035295287,1331.66659806703,1459.13970127506
1213.17357472926,1219.67621722257,1226.49962307527,1141.05134086419,1175.68817532288,1295.51292171112
1284.21468466606,1271.78149132216,1445.90337525231,1299.11128691738,1241.24647799314,1451.63500733368
1319.60013550182,1357.30274247784,1502.18195493735,1508.2246418137,1326.89409986053,1438.88012336399
2150.24095541805,2224.85042908154,2355.63593131716,2135.0387513751,1835.01642323328,1865.71919493103
1720.40523387271,1825.89165347888,2081.16023375567,1895.92805338813,1706.9821566676,1680.70983173152
1284.54176177455,1315.23117867365,1289.91015015798,1449.33588625231,1273.26729987173,1454.70621308734
1427.03581619809,1467.79982519281,1455.242934137,1467.91959062397,1308.29260430959,1490.83107835943
1431.02422287802,1477.98733566954,1697.86064107107,1796.54088485709,1488.22631204159,1594.94931139421
1986.0958542422,2103.54232369564,2221.73784721171,2417.38235215048,2006.07773917724,1955.28658418493
1321.16613399009,1310.35818308361,1545.7342267722,1610.93044159047,1391.48652805706,1523.03168410918
1276.54829131913,1324.3568021388,1325.95126926184,1515.0960369603,1262.45454594661,1464.76447632641
1277.2603405723,1321.23957618372,1255.06405159645,1477.05732959848,1195.73185134012,1437.82702443407
1223.84624890947,1250.59045343903,1151.37760136753,1427.23478662178,1149.08573181331,1415.49790630727
1211.76724472231,1323.85946734737,1098.3750202119,1603.22481123986,1209.6330347402,1457.87981987828
1199.98215465139,1322.45626671504,1042.34192317571,1623.89286642852,1199.66745839598,1426.61430760545
1186.02395452633,1308.04713800858,954.004412501617,1602.99129090993,1174.10262633268,1411.19795443779
1151.34615621491,1266.56308891723,957.253240858143,1539.81744453001,1135.29598072952,1389.4234422247
1235.62224798098,1368.31691163233,1075.54036236284,1747.09748505391,1248.25979427658,1482.30483277986
1140.21443826375,1235.88252307377,894.122765738559,1828.35455423782,1246.46952737119,1454.44148367166
1147.02166224493,1247.16010944362,928.969838857755,1752.07493735996,1199.84191057934,1438.07773513315
1167.85153999139,1241.51963704578,994.502026611843,1639.56614090087,1152.45283319828,1414.66248976848
1232.9132044754,1307.02741373085,943.126665835455,1923.00710226513,1263.9112271077,1544.3624021268
1322.7354616842,1419.27182081138,1114.76677945364,2071.59099203528,1293.34629672025,1531.39111816487
1200.50455987389,1277.22918983513,949.866952879242,1992.6722887998,1340.45070927834,1520.84253400298
1287.57863224482,1298.37160813603,1156.60448984095,1868.82916480314,1247.96490195611,1522.17062776855
1303.58412849675,1401.85558992222,964.300924448364,2271.86230417311,1421.32633299166,1648.28337762446
1243.3477849829,1317.03495833608,1025.54436756237,2030.5196205215,1287.40271338618,1561.92945335698
1234.37011229436,1347.58969175899,894.089254709565,2218.71481818634,1380.43951180022,1588.05621558519
1350.77817984978,1462.63911414728,1147.93138242345,2018.90504061221,1385.73587072588,1597.36353303447
1264.81008878532,1338.68266130735,966.764077867288,2079.06057846397,1331.23691328472,1560.87918086667
1202.52797461099,1333.2185821653,919.270428733107,2164.97195114466,1416.19748595121,1581.08747672362
1298.89180061941,1370.85907063077,1039.7100158761,2137.37000992886,1450.47883064124,1596.11576610079
1255.35953226846,1378.28276727899,943.867349256216,2054.67072727686,1383.23380872568,1524.50240145591
1163.23673308704,1323.20848102803,830.783552569726,1992.65049952613,1363.63651093375,1517.26990809058
1339.8854007577,1406.349547634,1158.67643313653,2018.85410996747,1368.15504313728,1500.98811967239
1439.88659706956,1603.99256701759,1167.20322683591,2121.03818105727,1518.28886894819,1593.53341564828
1355.71131337821,1476.12516749767,1034.79499499703,1923.94975308711,1448.34900656202,1553.76022081029
1180.19957235374,1333.9019371299,823.196737347276,1839.07417858189,1358.83255164892,1489.81408611968
1099.25993816754,1276.60675896452,828.121821638485,1728.75440110744,1233.79723052342,1399.68655065175
1174.79127195365,1274.49479885037,1048.04574880122,1556.6866587219,1110.77690571356,1374.14087783922
1154.42293357233,1341.8115475699,864.977315619292,1446.04940982084,1063.11190311902,1317.79579913068
1307.68920876668,1444.71940932445,929.858221057772,1831.95780537028,1336.27307341898,1464.46563751207
1161.27814290637,1304.94429961093,848.0181491272,1724.95753333419,1346.28418589471,1464.31397693519
1098.06631898639,1192.80673353052,909.237917567044,1468.32275870725,1144.00417478845,1315.48601133401
1126.44750361772,1176.98044064246,1022.61046608039,1572.00525525652,1176.95443416026,1353.596113325
1227.44053234,1234.09920254517,1220.73825152465,1461.89170763849,1140.81047887438,1391.50264716945
1212.63452530196,1267.87426162595,1091.04956154282,1605.80992508839,1219.45935011114,1372.37281611115
1155.46517722052,1184.42733538149,1077.82692161455,1456.66681155068,1154.87404017339,1362.67944078621
1173.84311195213,1198.91269202865,1092.3527358303,1361.65268878315,1133.03757802024,1346.23924395063
1246.0692547722,1335.19424489094,1252.79176740709,1393.50120140345,1187.33978054124,1412.82512207106
1185.86644966093,1227.76406384638,1125.53100170512,1283.244314514,1172.71117769791,1324.26361098795
1244.21936666601,1270.54500555339,1204.66197619749,1319.81196802485,1269.84088594167,1412.47270366647
1241.37375028097,1287.3908582049,1256.05120287291,1204.328265732,1200.87531874519,1285.74266883045
1178.14790199061,1182.14571737017,1158.73539470306,1239.6721649942,1158.45829840459,1298.98072277758
1269.93858463225,1289.98707159598,1209.89882779532,1281.03516532956,1195.80882823006,1342.79639018079
1229.2774899818,1257.80514022278,1213.19043360668,1334.9442651959,1218.19501756788,1378.69214675983
1523.19557316837,1565.89912142526,1727.82448599026,1497.34045787147,1365.79873455882,1480.44110049962
1336.16500691508,1322.83307110321,1243.36938898419,1274.35887354814,1193.27625876461,1361.78757371683
1207.40987276343,1227.20430237947,1142.35164125633,1374.10918457903,1193.78046389111,1397.79365385208
1177.89154989474,1185.2230402287,1086.40821656665,1334.20131317958,1164.72758135368,1376.32800562532
1219.4217803789,1247.5069674831,1215.39320562748,1414.07523972395,1197.41141836977,1400.17076082358
1374.98525535055,1416.1554597674,1528.54970937154,1600.90838168268,1308.46866101439,1479.77005030094
1232.99909918634,1282.37840218671,1162.46877989774,1443.34768812009,1219.34805490854,1414.39129059753
1344.30986233441,1479.85813179715,1553.68145050052,1691.82932668026,1274.57351394475,1455.49299010666
1475.97888113166,1573.16205855412,1743.28927436868,1856.65573329761,1310.15980590137,1528.83712436454
1491.07796967321,1671.19039540293,1518.15611985258,1566.96230757764,1271.52733046068,1470.66036261354
1136.20869185483,1235.64843009417,1035.7973757061,1464.90169358652,1144.02236397564,1372.49778167953
1255.34270882971,1345.74849154177,1138.17016766682,1615.44823602077,1215.27103129082,1469.94197788661
1213.22995198185,1306.06958018593,1015.32091685694,1619.377541733,1199.7215109833,1441.70577342145
1224.58962694847,1363.63523567974,1073.33446088792,1671.92061576485,1153.64320799562,1466.53716795251
1155.80160386254,1285.82960172028,903.92234999722,1746.89900816513,1176.13329732057,1462.33696928233
1223.21585254687,1307.11372364124,1080.9520720338,1640.46752306637,1150.24197383436,1454.35831700784
1195.30736745405,1245.51222833934,1090.22371172118,1586.33924899286,1168.03514967715,1435.89754259468
1338.42367657663,1451.62160499103,1227.27695048509,1891.21525283248,1290.47717835029,1488.8278441974
1225.39020183218,1296.65950443657,944.098153974946,1995.48507515686,1346.23462750218,1540.5270818109
1267.84789436919,1403.59437304977,921.750059665948,2221.74278018103,1393.08614988327,1585.0417305231
1326.32370079277,1344.41548828079,1206.93431311571,1923.48040613951,1296.6570885399,1547.23730586524
1291.27475036391,1358.54728513608,1051.04025717443,2160.5122001236,1359.69642409503,1600.31209519805
1383.22899176974,1499.97652124435,1062.94079275603,2151.84400901263,1393.1682482472,1609.0642480926
1474.89831645601,1457.75409403745,1341.41445730834,2225.48683292327,1606.63894972176,1672.73308689282
1387.94504940458,1429.35543514257,1024.20705511489,2169.38737794875,1460.0771457783,1646.79116505056
1346.43237447959,1458.05827731163,929.199091007576,2196.18788784651,1416.71724574913,1619.67036615619
1255.42434683303,1393.75792678327,878.484902902728,2229.13397223412,1378.29260443984,1573.73863066848
1516.36308587207,1635.77778995594,1352.06873195409,2086.27382881491,1443.30087487497,1555.89552728766
1318.89757295072,1480.0599032822,939.893342164613,2264.2867098015,1398.89457922883,1570.06237588186
1278.3433617681,1416.71124992975,948.657890038279,2086.21084628844,1422.08440762226,1579.65653147847
1262.58240077275,1441.53544601588,918.873272980048,2213.72952244613,1518.06583957254,1609.65714893309
1253.32027769688,1451.10349685452,830.622675361687,2249.93278401503,1467.03577396539,1573.54158882019
1188.29668464633,1325.31198172427,891.320268848033,1774.71626212676,1329.61721796456,1476.0160798702
1229.77014840358,1410.03393046545,1043.52412858683,1986.86283136296,1371.54702224958,1551.15719067559
1237.32972021648,1314.63402703842,1068.53681899474,1630.35061383886,1186.60624363458,1457.70457917814
1206.23147236347,1362.2708096928,923.217310024042,1862.82846345819,1316.94684315032,1484.06250579445
1290.75367952781,1488.96223346942,966.89724714348,1953.97981345252,1526.88637765845,1579.70382609993
1235.31296002831,1363.22525114116,1036.78996151105,1591.74531320058,1281.16071255974,1451.74306936061
1243.89806421899,1424.0786108391,991.592595273937,1810.82379471121,1389.82290161415,1492.11058728273
1219.23289062125,1365.30192395998,962.1470781803,1650.84268963408,1326.43605063826,1462.68365120373
1203.64778257921,1318.43483332962,1048.53655797803,1599.11047768759,1263.23505243839,1415.82722370864
1232.14029113925,1250.71075285408,1183.50623775869,1546.80784928095,1201.75495783848,1434.59078756679
1312.74346422773,1369.55119040666,1334.89534458886,1551.04784494779,1233.9114499558,1460.64519748685
1595.93274152885,1688.88066785708,1762.24339837808,1557.27314197235,1350.99047648263,1498.48207854626
1464.11289614824,1506.39982660673,1331.5570965318,1586.40812475764,1295.9713340648,1470.9041227946
1360.78309892226,1404.96008454947,1372.30413294106,1420.78413136666,1284.87270365378,1426.34064508316
1334.72049101242,1392.13329089851,1288.69890690864,1434.01210961908,1238.70623473808,1442.15018885947
1712.68326826955,1839.38062029643,1908.93651871893,1974.14615910378,1596.97389629373,1624.48490603675
1464.70824863137,1521.11793818733,1427.90498454443,1374.41863894819,1331.96295651331,1423.84579183575
1748.05968798611,1774.13690958022,1653.84049337704,1547.76114866369,1487.3279284169,1529.99558565455
1410.17534172393,1510.67545913402,1631.09332549727,1704.26390303031,1358.27327441635,1475.42174075619
1983.77279916967,2130.86786497869,2133.44937231219,2183.98372501103,1912.0377814821,1820.12276446571
1994.09839413168,2104.17583418403,2273.326481768,2387.67845883068,1988.91198441131,1923.19440025065
1451.02098972323,1494.99568168052,1449.10838338188,1366.25672880513,1248.14299200304,1403.59491381953
1373.10050727424,1418.72461852854,1480.79526456092,1536.54499806907,1356.2429027955,1507.51228367531
1397.74214993666,1447.00094477202,1552.69013140188,1573.09605914409,1339.54200980797,1509.99837750653
