"bspl4.1","bspl4.2","bspl4.3","bspl4.4","bspl4.5","bspl4.6","bspl4.7","bspl4.8","bspl4.9","bspl4.10","bspl4.11","bspl4.12","bspl4.13","bspl4.14","bspl4.15","bspl4.16","bspl4.17","bspl4.18","bspl4.19","bspl4.20","bspl4.21","bspl4.22","bspl4.23","bspl4.24","bspl4.25","bspl4.26","bspl4.27","bspl4.28","bspl4.29","bspl4.30","bspl4.31","bspl4.32","bspl4.33","bspl4.34","bspl4.35","bspl4.36","bspl4.37","bspl4.38","bspl4.39","bspl4.40"
0.29711229768589,0.37431805117008,0.180461129394479,0.313004936406691,0.522360819646359,-0.205973246217707,0.658829676007798,0.282953894311746,0.092063190367491,0.156287985023229,0.0841985104526296,0.66466028271566,0.13527578443694,0.147414128170896,0.1071807970655,0.153774248633401,0.205679365792206,0.478442958564444,0.30591281692479,0.108785009973604,0.220011496687841,0.120899328810497,0.232437017401396,0.321346563575726,0.319960325524625,0.14632213300624,0.203734386125483,0.183082918043452,0.286734836314662,0.426590427799148,0.166066182760396,0.241820832813874,0.356519546061529,0.435022929223646,0.28884289721187,0.536892337293178,0.485039062121787,0.612251662983237,0.73456797762333,0.639927007113563
0.364620369052824,0.325436740599504,0.408921584244654,0.221075497533053,0.565678570454634,-0.0523119373323652,0.451184192227374,0.431728130345004,0.209351946760187,0.0606130067590265,0.195870956637064,0.443141359733064,0.488124640145033,0.142648435189462,0.159367843072239,0.0656311964710663,0.192984683269064,0.424651791667935,0.456322981241838,0.396014228309521,0.0660157386451772,0.180820207934918,0.0746143472264896,0.28138929036182,0.409913412703461,0.521415742456477,0.109560612797539,0.206460277323049,0.115191375312622,0.399646809059136,0.49475540725828,0.179522462903088,0.156086982507188,0.485347947583357,0.34101221616786,0.266243324057431,0.548999430158001,0.343087500164402,0.516419505846081,0.516828426860387
0.443055090988083,0.329200816825532,0.689690447375861,0.145233635137328,0.642320215422152,0.181192652604023,0.180263401709588,0.560754543494199,0.372363903308563,0.175247220312822,0.199885484114401,0.1852061600427,0.645486404251023,0.239830492000113,0.341078695384595,0.164209768288739,0.232894789035363,0.20919187001178,0.418628173451075,0.486683213588932,0.205866705894583,0.342269484234788,0.253901873762169,0.278498489407884,0.333208302904214,0.542695117809693,0.261547715087362,0.416456556454002,0.354571178222784,0.378077840819861,0.539768867804152,0.378672225600199,0.497652560121865,0.51506549111079,0.492276766169435,0.678444695000773,0.45512020307545,0.61471547327412,0.421774800527582,0.498672163386927
0.323249188549911,0.320387745329979,0.259206559568454,0.208174239605974,0.265751021298327,0.0932567852520077,0.258541531155087,0.185490183720763,0.203312299631869,0.0736445651496546,0.175900689101834,0.158640614638036,0.266388823137608,0.106514950612265,0.181715837750021,0.0507921801435698,0.191838392390599,0.0982782278958317,0.199669707743414,0.203026910042666,0.131078079793233,0.108614446777435,0.0848875057408413,0.144988337889513,0.148066918926125,0.259651753209768,0.0952845272328838,0.0948534847451056,0.102323653166625,0.155534006667931,0.227393764223051,0.0852709818701423,0.0548716505590381,0.226883034086766,0.128784197647428,0.0518445546677529,0.230560899698682,-0.00168045861319348,0.237936457138124,0.0589984406187645
0.33107970493536,0.343572332810451,0.483474026009468,0.0992041581090978,0.544710606173531,-0.108973094706522,0.405941882665993,0.370300063678594,0.161401687068943,0.0870054288346234,0.206380273438049,0.284279320088263,0.434377875283047,0.137889316367338,0.128506285485045,0.172726359806453,0.169699624072302,0.235439558940712,0.360435317452812,0.37183526791816,0.137729614202145,0.14833142583198,0.242300976320871,0.143676380714471,0.293105316671794,0.515159880013573,0.089857752421624,0.206339612016788,0.20083943774019,0.168336467489076,0.544462693584801,0.0806855909485835,0.188610153153008,0.332079910985482,0.3800326056967,0.0805411469188077,0.609270347515691,0.121195482411557,0.66308304297791,0.476975058600835
0.359579754736106,0.28601063057472,0.41115595835699,0.168012497908762,0.560232817947532,-0.00521286438133965,0.357118774525971,0.467261594988331,0.170471626947548,0.0734306688195471,0.275085565251322,0.196413333692697,0.62109833567252,0.0884915474378328,0.241703752406919,0.0978862032858538,0.309647952292205,0.0736385130430809,0.488342134974207,0.400546626769518,0.191044766126925,0.236942009989482,0.213616663443473,0.125298447808334,0.281267997819691,0.612602810599523,0.227828965111368,0.364517067739363,0.150719711098755,0.159736492881052,0.618511543275089,0.339847301382167,0.220608064671794,0.182762346883653,0.796358564831495,-0.0977668056479406,0.857479684278404,0.0355838362975185,0.826724953448532,0.449643615145654
0.297289871003397,0.238443282150718,0.515541319322079,0.119273602245246,0.47262964962008,0.207951938448782,0.201277679382406,0.362809572506057,0.406406856731309,0.20974789297515,0.0790016239698999,0.385795852447143,0.243621492350207,0.465309533387671,0.251782276413529,0.0769919596789316,0.232364184335571,0.271549845560192,0.259202968029144,0.366168186053514,0.433061472630732,0.185589945454949,0.13585307759822,0.246387577734941,0.217777476365521,0.387010992094521,0.519174708483191,0.216681063210668,0.172898591182931,0.203166995986414,0.513395908631201,0.469706143450272,0.178999204065216,0.224154247432602,0.673426915043725,0.114500360767034,0.556811811491251,0.315841773637648,0.403200575951372,0.419657914780749
0.386981054037973,0.381584058175036,0.24416630547793,0.223159090465899,0.611608240568968,-0.295037233837362,0.709871618865972,0.275560979910506,0.0621444511906578,0.0981334538197857,0.184727701866035,0.618695494916243,0.200380636794858,0.0993827289924808,0.124979576674498,0.163046937081518,0.264161686006598,0.418781175200876,0.426258276469222,0.184956025234089,0.205276260044444,0.134757810451469,0.268118867937535,0.252288768823789,0.457008562348798,0.357638256866873,0.213251509541198,0.244118343890892,0.227940715583592,0.39996894077995,0.491578968698722,0.250324735217866,0.236412717556242,0.468641876903227,0.461585389478225,0.288290418138918,0.641654506139659,0.368070865262737,0.728089343697736,0.576787566982483
0.44826611007772,0.303016744020233,0.578399726470394,0.137920885621021,0.551384910569436,0.243049784689484,0.187560813447524,0.523973028177807,0.389584472144668,0.249873426974112,0.253895050677512,0.273870445136159,0.495232448666633,0.390997971911039,0.311021112425985,0.25044441477636,0.341567563668829,0.286340750671219,0.412157785773431,0.426703619914455,0.38217092770802,0.369361642721109,0.37949774500026,0.340222640388321,0.354655305657726,0.465780161040576,0.467832237795593,0.496895313082406,0.451061994935723,0.398946416149629,0.498870428029092,0.564726326648229,0.573387882214934,0.428219557770575,0.526350501498255,0.642447515817588,0.379796122119068,0.653129009211787,0.272601432252924,0.578014327413635
0.267864008204568,0.350242829374447,0.122901903838687,0.260691684283576,0.362937753163708,-0.185251308838974,0.585532982536383,0.0411113639846368,0.216144660092089,0.0736948859812557,0.131974894938849,0.492147255071742,0.0205731282095163,0.230000483044057,0.0668343528853931,0.13938919527354,0.199261867392574,0.37030478016657,0.172176042648302,0.123495622778506,0.136228505169827,0.0677102372882928,0.139895950787096,0.271119169779272,0.187904500439767,0.0705436165441841,0.137163858812942,0.0358646692386252,0.1604807792018,0.24543992118522,0.0740060011815933,0.0986953105868792,0.0614754391423909,0.222619277034374,0.0308156255500031,0.112422616843194,0.122846769266462,0.0452101231771426,0.115473269208935,0.054851316939282
0.410947905353414,0.434818765509828,0.564781555408796,0.21373961137548,0.666950016602409,-0.127300073141925,0.654173283932165,0.371560365748301,0.249769958731052,0.0846499016630508,0.465228342170873,0.403615399968214,0.442950231129753,0.239542124682835,0.281672001467974,0.200936589090384,0.450358085926776,0.256453743053944,0.420540659955601,0.40957558831719,0.334990752407257,0.336407723102552,0.351895899684512,0.293706204456944,0.333308845215004,0.573829213140365,0.411483169889115,0.442317611252777,0.413936863247712,0.271547447730117,0.692167598203342,0.49597688671266,0.497324958563129,0.386845412130625,0.793911121175758,0.339103512935302,0.713768345478734,0.415182366821935,0.573016517891768,0.467605078852638
0.223828723257227,0.221616795596665,0.102236788927257,0.206089984999659,0.218401853946858,0.0251456878367507,0.279531655678425,0.139086096202864,0.146337484340961,0.137277188489182,0.116928227013425,0.236748955284303,0.163427917507738,0.131680224094964,0.168140046769772,0.153570067259137,0.147188215882028,0.231692155078987,0.188565304424502,0.270060841214704,0.123446670755474,0.249835442680105,0.121501217117468,0.217890688967148,0.167368278224051,0.364175049550322,0.173132643816523,0.281618716421283,0.154162782273106,0.168044097309626,0.378438557939294,0.271602283097191,0.250058261917706,0.176837037683379,0.538583397780877,0.173733151577862,0.542939061952235,0.362050618428717,0.523663417492609,0.585198257430112
0.30640081645193,0.245699465497364,0.558325636982537,0.0834481350848355,0.745899133004329,-0.106340489250038,0.400121561692591,0.543642143123477,0.250177728120778,0.130929051136196,0.108463906225133,0.402640368040912,0.565477024611457,0.293107645149264,0.167184102163674,0.0949227945918254,0.235519219196464,0.287569367301169,0.483988314653638,0.586097176181234,0.214596870003091,0.214004025228725,0.24019790588302,0.253573709776234,0.37302583523903,0.715701497234474,0.223508985913169,0.369166463948616,0.266067018695372,0.334720889771255,0.670771236203506,0.325138888613488,0.377941889477285,0.465487877788424,0.555565828095319,0.424316406154706,0.627141382706305,0.536537704559578,0.649445636411939,0.629846047350795
0.24317750427207,0.325457262171268,0.312470680825862,0.176572045391302,0.437548779971424,0.0400366374404704,0.287309883776135,0.388576972481483,0.236230444595858,0.101763909020784,0.275506976829165,0.148672718707189,0.549907136476265,0.216395338342453,0.227169909500901,0.172871072156082,0.270340215113606,0.144792157830423,0.399295920367192,0.469435162964621,0.274894068762831,0.316214950913916,0.290092232158176,0.215413814119734,0.280683875072568,0.559945057241311,0.402813855105261,0.432295393396878,0.360011836122046,0.237381985833442,0.564376660715856,0.485027052455064,0.548984491634745,0.315469614300834,0.5376008925338,0.719433347731751,0.248679126084778,0.859004459897908,0.101130804952158,0.577343854479612
0.447961204331111,0.309585465631978,0.505530802731079,0.0853751326467128,0.579509216176176,-0.0649277507338737,0.348903728139812,0.476287762518595,0.0619521758880872,0.161877818766177,0.149438127188569,0.38796515646782,0.438540365938425,0.103440355632176,0.237092487538257,0.126037339361233,0.264709765539116,0.229409037332066,0.46981562185472,0.299906284861171,0.290639654125736,0.221730780740734,0.256993874425684,0.133278123560814,0.394645114653256,0.500503029533219,0.39719749952178,0.399586586644558,0.241516129651564,0.250478658324847,0.671427290540519,0.578369544517292,0.376270391256089,0.318641625724321,0.974749532058228,0.276495535786473,0.904600471508334,0.569886616119361,0.701260150961402,0.630406280120757
0.325163602354854,0.35182922631101,0.232431976662297,0.204147706603314,0.282414675099179,-0.0266158465923363,0.356380394881677,0.0965738078588565,0.224884546474003,0.103095326664218,0.166923344999408,0.198318344288495,0.165974947643969,0.197291811569781,0.19632866295926,0.116886861470812,0.171739989398741,0.124628982427419,0.104726675680878,0.256329565182218,0.150175443791618,0.161633881069771,0.0731820341893634,0.172653974855168,0.0684716927532083,0.245464925089818,0.111559111208992,0.12530453957794,0.0861104416292021,0.130082753670471,0.147256495337988,0.125274156594835,0.082642745648722,0.121851946575485,0.123375324343371,0.0796253738691342,0.132701981526643,0.0865667045676817,0.156501785025477,0.120002503146584
0.409346713533531,0.459562339485895,0.242060829319294,0.259284536406721,0.419526181342464,-0.152337951909928,0.510902792352503,0.134188077945673,0.200250764359387,0.0576399962736783,0.24853286897365,0.236109182710795,0.252175912459145,0.139460413463042,0.173792549695144,0.101063176432707,0.204408858149881,0.173433892569899,0.240779847640055,0.267988157873537,0.207980211063961,0.19488730880231,0.14924656465185,0.174589192289238,0.199612379513176,0.358998716462809,0.224880671756438,0.261246867148975,0.126603077126459,0.205566567517821,0.394177349276427,0.308357946714596,0.149467725770723,0.206802935544348,0.601340086229985,-0.0275580306327367,0.75504143699174,0.120929861537731,0.809300325298636,0.51048888481438
0.35914875722274,0.366383256792687,0.414458874124164,0.298698103789088,0.388472600151983,0.478699662285063,-0.00378325240112168,0.586371017332505,0.588182792713846,-0.139749082199976,0.427080947084029,-0.107562511064871,1.00749378046711,0.141497848931928,0.187072047238975,0.00833109811244079,0.371958070774892,-0.0563060310622315,0.640117495627375,0.618885509766523,0.0709496766838678,0.100527827198892,0.241349830335516,0.0552356964882065,0.38249310432711,0.846615200055484,-0.0302164321315093,0.271402512106087,0.0944197236223605,0.235542327981576,0.740594078109413,0.128251452817823,0.148034127174273,0.29744455039063,0.757263800817622,-0.152137713425645,0.925151133603904,0.00673192265548406,0.879742782367085,0.578089280584466
0.500357472045938,0.30175133226582,0.303831832080025,0.129836281782148,0.537074612136763,-0.139670571033725,0.416905129249319,0.369204109893879,0.146419525053234,0.110821360069505,0.149721800707265,0.365070873052325,0.411009739328821,0.108697578598044,0.20120361350373,0.0225001331375167,0.333764713357618,0.157364881104809,0.505403423899287,0.247844727114305,0.226458022504011,0.0911393037019676,0.239673538903605,0.180239184045614,0.332528329521075,0.511450506153629,0.152139145148854,0.182605048024449,0.253920186832578,0.218394222946014,0.629309338881784,0.163981254143754,0.235101733743969,0.410990932238362,0.528650913924583,0.164833724091046,0.796479075606558,0.2057266879739,0.869542462693717,0.586016462328349
0.303610867088939,0.1149261128371,0.429889888677186,0.0389894795645674,0.401785006312425,0.134608990709349,0.0647307615334115,0.424546161705962,0.217401683297986,0.103651734226706,0.175502749172739,0.0351495370144332,0.583149420797718,0.175054314887115,0.22494076627497,0.0999778029714871,0.227768669451933,-0.0105309761830285,0.39477560832633,0.445552891799345,0.204466688448645,0.206018312545097,0.214708292907786,0.105936508552181,0.194919956677174,0.59832232834447,0.237466084206902,0.273071820154235,0.222546312589635,0.0689730841544958,0.665518924541007,0.304858428870331,0.256503742106696,0.245778568308014,0.730979172049844,0.0954742555477652,0.759800061101259,0.375114771967055,0.634796783164619,0.508370277402381
0.306836563895764,0.127243983139979,0.529246402203208,-0.010963693324427,0.405314293893308,0.178608987912168,0.00978080015440675,0.456176043743156,0.269846540200678,0.177508803288143,0.133232291833757,0.0854732922576405,0.521961174910713,0.218731717745594,0.255521050635964,0.0887129321040911,0.170087706746609,0.12385613434626,0.356051433603996,0.427224696820797,0.189872104875627,0.23200201746722,0.108429841767981,0.236146115595893,0.261092283950254,0.529902224003588,0.173273806757782,0.253494439567585,0.161942753189255,0.339381595553768,0.478212305341832,0.236965020984701,0.202422263044812,0.48445876218612,0.315150244687799,0.341099205606114,0.477109009056424,0.342639753755484,0.508264837584343,0.439678644510947
0.239446823574189,0.198055412010166,0.251267398386839,0.162689364688401,0.295552001588398,0.0369595155515899,0.279939734519823,0.204578913259019,0.12801301334468,0.110498517455764,0.192169501330762,0.235698932884164,0.231756266486999,0.0632589262273844,0.195325500203218,0.0709126338047543,0.288672153507473,0.0759210312040205,0.304260132870859,0.157390493513349,0.121473831204802,0.123093897760316,0.213527942528247,0.110384344460869,0.212372849078198,0.34175506078998,0.0707417336771356,0.22714268556197,0.133416413748651,0.215870392864888,0.381764078414865,0.166777034282123,0.165952249992072,0.323869180196052,0.392269994577154,0.120826714394119,0.605372588517491,0.173994145191136,0.713137346921141,0.514205382707942
0.363752397043077,0.283442272190421,0.703426231923267,0.200113581238221,0.770873309719259,0.0653312351956531,0.292866612998175,0.620820745090002,0.373993325368514,0.0162673330787277,0.185879139226285,0.332029419733013,0.62125869272843,0.322463649428347,0.0993528916670769,0.151788955276776,0.134832006250901,0.334512285725348,0.434960719033886,0.602888137154846,0.150313336994083,0.195048798254591,0.127009597540718,0.167106485153952,0.337365051653319,0.670797653381277,0.229968767268337,0.221716487577156,0.131714991794462,0.179959450868723,0.637831662738059,0.282415095214308,0.170029287784866,0.168598105174389,0.733141464522038,-0.099275880975869,0.762037701167739,0.0647192024090525,0.68328064875452,0.467136483324081
0.568752062367932,0.257028548016221,0.653172237403493,-0.0242016369965588,0.588183481833821,0.0643233543829965,0.120925327513308,0.513124901992697,0.2236017441315,0.0898193801092246,0.16509192447556,0.0852081695857191,0.63742635398283,0.123456300219794,0.247983662665421,0.187019265643596,0.265752178134052,0.0521675112807235,0.454200278168289,0.43796129253448,0.169408084365416,0.348076303461261,0.264230554747495,0.182500963080273,0.298778301740012,0.566412020088524,0.234400767286228,0.448943188903754,0.236459121526829,0.224893799752569,0.537173946645701,0.388953413391063,0.374929890282432,0.170478366549254,0.718028080444232,0.11408697071468,0.647485760252174,0.126615179245248,0.460984707427111,0.175188651096018
0.382072089741236,0.256090481166095,0.216764852220568,0.155094631288213,0.335549746106092,0.0262012183393017,0.30063497586049,0.234608061045633,0.271815324222638,0.300975199182456,0.0503420140454084,0.296674277929492,0.317236156380872,0.346474381326275,0.245933726392946,0.184473403388418,0.236534335973631,0.158378346398633,0.38314991185503,0.327013186585916,0.238732784534703,0.182193458443977,0.313448979956236,0.153719052652145,0.334407485396373,0.310725738550048,0.179336936197984,0.310886837006863,0.276751696478378,0.338477193016429,0.279641495311205,0.256134127544539,0.401433352029877,0.40903241417431,0.200837247791988,0.546248136454459,0.261055333966515,0.448637667262053,0.315392431282729,0.415073103901784
0.169360441706641,0.272306403180466,0.193655292482907,0.283939420696632,0.340762594346221,0.0374704764535405,0.403335688464893,0.256245126155586,0.209389050633598,0.122486566264832,0.259683891300328,0.244583033555997,0.394201825015476,0.14424930829699,0.250433727523137,0.128075910619259,0.285593314076427,0.161986890311011,0.371131628441716,0.319839266810033,0.171050828179922,0.211880463738045,0.246511708358143,0.20023001471682,0.277053994678432,0.467214176876382,0.148120352679183,0.270547227588513,0.23879412658037,0.224217346103763,0.493770877193718,0.175247674545286,0.246657685111789,0.303966467639685,0.457568158019877,0.0800595956941031,0.640349388888681,0.0740538475905475,0.662807452269104,0.356069692435557
0.5059833058511,0.324039203593098,0.611066277699418,0.11307850053822,0.419197909368204,0.275530674227812,0.101649420915194,0.41907013794933,0.349940103384665,0.0753818929439581,0.321873272581354,0.0134070684212407,0.572594716145015,0.267484304996353,0.283558007924002,0.0968360791713814,0.322694772407845,0.00913394268913061,0.333084681395369,0.499851281945649,0.309392302377398,0.267736739613656,0.236356342732749,0.165382826191622,0.155692287016567,0.596184774107155,0.375265077105178,0.387013672947157,0.257909247116759,0.140379752817799,0.58834785471447,0.434664068606305,0.389847497297475,0.246386658990893,0.677679130671309,0.35634598156895,0.550995996187289,0.572101361039641,0.533196529041094,0.580512283909841
0.341071462757577,0.211559969043701,0.361148691414042,0.103134505349547,0.374877429344301,0.107547024259086,0.149848699804303,0.32389337109942,0.243882775213821,0.158395726733662,0.132519851476271,0.106955450366015,0.413278833185062,0.198886765022899,0.21288240083014,0.111405629282329,0.202185338974611,0.0760144033996207,0.295736994697401,0.3599674319476,0.127653868049788,0.216362277851127,0.155666567251975,0.205908785138256,0.191057638136243,0.430195091502748,0.0819079801858007,0.277304711390864,0.12322442714367,0.270007661597662,0.298402319309212,0.197490267436848,0.238102951610278,0.261082296467453,0.268755978926388,0.275291813992794,0.275517974867281,0.312071583271812,0.299091746945052,0.365648969929061
0.378475882735718,0.380404103925578,0.480567480605492,0.16635294540567,0.668831196753978,-0.0997313478672909,0.497108810659013,0.424805174957198,0.22624984574112,0.125040370362408,0.262093480594511,0.378758076314308,0.467220239037951,0.150264357550797,0.238780437260113,0.160065984018124,0.380904258110841,0.236840113413784,0.460015798975264,0.315018819843227,0.288797601627151,0.238862558745897,0.400099184505658,0.242259026509083,0.354865771532593,0.474124558448339,0.338980586888329,0.401061356317875,0.42888580705626,0.284177811973584,0.568459025891058,0.446304825187863,0.518471042528064,0.4300002189906,0.687864480534016,0.503260788809462,0.621727523704255,0.573909580600345,0.529806592630771,0.555584672194679
0.32099552341915,0.102938207819363,0.384550698039818,0.0480654812777844,0.313745998250722,0.172666417711966,0.0277046354542535,0.367155378819106,0.153489061406292,0.0945535840885751,0.128915680023915,0.096689864174196,0.396643308173595,0.0782811920881701,0.178714727467664,0.0840375797169541,0.198163646191015,0.0301522024838894,0.324061175703324,0.287008703447364,0.128909583926308,0.212305414450449,0.158668434543054,0.119096662131062,0.231186773286697,0.432783127898627,0.137020926187029,0.341963403908782,0.126826767749977,0.21038023948107,0.469492410999694,0.28386733240589,0.243351113246248,0.295535520498538,0.531676247570123,0.16802576769799,0.608037505760894,0.254902272942838,0.643176074586521,0.482255494556811
